step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,7701.676969,-14808.836943,-7107.159974,0.000000e+00,19.554087,55.467547,-48.639341,8.275,0.629,0.014
2,0.002000,7701.676933,-14808.452018,-7106.775086,5.415507e-05,19.554039,55.467657,-48.639111,1.218,0.212,0.030
3,0.003000,7701.676897,-14808.051948,-7106.375052,1.104411e-04,19.553990,55.467767,-48.638881,0.562,0.130,0.046
4,0.004000,7701.676861,-14807.636766,-7105.959906,1.688535e-04,19.553941,55.467877,-48.638651,1.730,0.142,0.089
5,0.005000,7701.676825,-14807.206503,-7105.529678,2.293878e-04,19.553893,55.467987,-48.638421,1.398,0.401,0.102
6,0.006000,7701.676792,-14806.761197,-7105.084405,2.920392e-04,19.553844,55.468097,-48.638191,1.930,0.354,0.186
7,0.007000,7701.676762,-14806.300885,-7104.624123,3.568024e-04,19.553795,55.468208,-48.637960,0.540,0.116,0.040
8,0.008000,7701.676732,-14805.825610,-7104.148878,4.236708e-04,19.553746,55.468319,-48.637730,1.159,0.997,0.038
9,0.009000,7701.676702,-14805.335408,-7103.658707,4.926395e-04,19.553697,55.468430,-48.637500,0.622,0.364,0.125
10,0.010000,7701.676671,-14804.830318,-7103.153647,5.637030e-04,19.553648,55.468541,-48.637270,1.409,0.235,0.082
11,0.011000,7701.676641,-14804.310379,-7102.633738,6.368559e-04,19.553599,55.468652,-48.637040,0.597,0.213,0.038
12,0.012000,7701.676612,-14803.775630,-7102.099018,7.120926e-04,19.553550,55.468763,-48.636809,1.367,0.531,0.106
13,0.013000,7701.676582,-14803.226102,-7101.549520,7.894087e-04,19.553500,55.468873,-48.636579,0.500,0.124,0.030
14,0.014000,7701.676552,-14802.661828,-7100.985277,8.687996e-04,19.553451,55.468984,-48.636349,0.548,0.118,0.045
15,0.015000,7701.676522,-14802.082836,-7100.406315,9.502614e-04,19.553402,55.469095,-48.636119,0.530,0.146,0.034
16,0.016000,7701.676491,-14801.489152,-7099.812661,1.033790e-03,19.553354,55.469206,-48.635888,0.559,0.248,0.043
17,0.017000,7701.676461,-14800.880791,-7099.204330,1.119384e-03,19.553305,55.469318,-48.635658,0.493,0.108,0.032
18,0.018000,7701.676430,-14800.257773,-7098.581342,1.207041e-03,19.553256,55.469429,-48.635428,0.465,4.052,0.036
19,0.019000,7701.676400,-14799.620107,-7097.943707,1.296758e-03,19.553207,55.469540,-48.635197,3.800,0.214,0.026
20,0.020000,7701.676369,-14798.967798,-7097.291428,1.388536e-03,19.553158,55.469651,-48.634967,0.477,0.450,0.031
21,0.021000,7701.676339,-14798.300845,-7096.624506,1.482374e-03,19.553109,55.469762,-48.634737,0.472,0.103,0.038
22,0.022000,7701.676308,-14797.619242,-7095.942934,1.578273e-03,19.553061,55.469873,-48.634506,0.476,3.027,0.031
23,0.023000,7701.676277,-14796.922981,-7095.246704,1.676235e-03,19.553012,55.469984,-48.634276,2.187,1.281,0.073
24,0.024000,7701.676246,-14796.212045,-7094.535799,1.776262e-03,19.552963,55.470095,-48.634045,0.517,4.330,0.034
25,0.025000,7701.676215,-14795.486417,-7093.810202,1.878355e-03,19.552914,55.470206,-48.633815,0.500,0.957,0.036
