step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,18565016.945935,0.000000,18565016.945935,0.000000e+00,-483.942630,-4696.119467,889.991252,85.233,11.703,0.040
2,0.002000,18565016.945935,0.000000,18565016.945935,4.815884e-15,-483.942634,-4696.119462,889.991227,3.193,0.952,0.057
3,0.003000,18565016.945935,0.000000,18565016.945935,1.103640e-14,-483.942639,-4696.119457,889.991202,1.774,0.529,0.046
4,0.004000,18565016.945935,0.000000,18565016.945935,1.504964e-14,-483.942643,-4696.119452,889.991177,1.427,0.554,0.054
5,0.005000,18565016.945935,0.000000,18565016.945935,2.147082e-14,-483.942648,-4696.119447,889.991151,1.368,0.281,0.037
6,0.006000,18565016.945935,0.000000,18565016.945935,2.749067e-14,-483.942653,-4696.119442,889.991126,1.403,0.321,0.052
7,0.007000,18565016.945935,0.000000,18565016.945935,3.772442e-14,-483.942657,-4696.119436,889.991101,1.509,0.358,0.152
8,0.008000,18565016.945936,0.000000,18565016.945936,4.735619e-14,-483.942662,-4696.119431,889.991076,1.587,0.268,0.103
9,0.009000,18565016.945936,0.000000,18565016.945936,5.819193e-14,-483.942666,-4696.119426,889.991051,1.631,0.261,0.074
10,0.010000,18565016.945936,0.000000,18565016.945936,6.802436e-14,-483.942671,-4696.119421,889.991026,1.230,0.241,0.036
11,0.011000,18565016.945936,0.000000,18565016.945936,7.966275e-14,-483.942675,-4696.119416,889.991001,1.375,0.765,0.041
12,0.012000,18565016.945936,0.000000,18565016.945936,8.688657e-14,-483.942680,-4696.119411,889.990976,1.433,0.431,0.069
13,0.013000,18565016.945937,0.000000,18565016.945937,9.912694e-14,-483.942685,-4696.119406,889.990951,1.355,0.262,0.054
14,0.014000,18565016.945937,0.000000,18565016.945937,1.085581e-13,-483.942689,-4696.119401,889.990925,2.309,0.272,0.093
15,0.015000,18565016.945937,0.000000,18565016.945937,1.205978e-13,-483.942694,-4696.119396,889.990900,1.244,0.420,0.034
16,0.016000,18565016.945937,0.000000,18565016.945937,1.324368e-13,-483.942699,-4696.119391,889.990875,1.275,0.639,0.032
17,0.017000,18565016.945937,0.000000,18565016.945937,1.442759e-13,-483.942703,-4696.119386,889.990850,1.221,0.506,0.037
18,0.018000,18565016.945938,0.000000,18565016.945938,1.539076e-13,-483.942708,-4696.119381,889.990825,1.665,0.326,0.039
19,0.019000,18565016.945938,0.000000,18565016.945938,1.657467e-13,-483.942713,-4696.119376,889.990800,1.435,0.396,0.047
20,0.020000,18565016.945938,0.000000,18565016.945938,1.777864e-13,-483.942717,-4696.119371,889.990775,1.289,0.859,0.043
21,0.021000,18565016.945938,0.000000,18565016.945938,1.882208e-13,-483.942722,-4696.119366,889.990750,3.775,0.506,0.117
22,0.022000,18565016.945938,0.000000,18565016.945938,1.988559e-13,-483.942727,-4696.119361,889.990725,1.344,0.753,0.039
23,0.023000,18565016.945939,0.000000,18565016.945939,2.092903e-13,-483.942731,-4696.119356,889.990700,1.527,0.412,0.033
24,0.024000,18565016.945939,0.000000,18565016.945939,2.219320e-13,-483.942736,-4696.119351,889.990675,1.210,0.392,0.034
25,0.025000,18565016.945939,0.000000,18565016.945939,2.305604e-13,-483.942741,-4696.119345,889.990651,1.285,0.237,0.041
