step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,10941535.063617,0.000000,10941535.063617,0.000000e+00,1468.497803,51.215681,-1620.832092,148.955,3.826,0.030
2,0.002000,10941543.570450,0.000000,10941543.570450,7.774807e-07,1467.743751,53.488502,-1620.281944,2.528,0.418,0.079
3,0.003000,10941549.242276,0.000000,10941549.242276,1.295856e-06,1466.922931,55.770273,-1619.796773,1.803,0.719,0.041
4,0.004000,10941552.069013,0.000000,10941552.069013,1.554206e-06,1466.035817,58.058581,-1619.376563,4.335,0.899,0.039
5,0.005000,10941552.049658,0.000000,10941552.049658,1.552437e-06,1465.083751,60.352544,-1619.021941,1.589,1.636,0.034
6,0.006000,10941549.195068,0.000000,10941549.195068,1.291542e-06,1464.067064,62.650658,-1618.733468,1.661,0.334,0.030
7,0.007000,10941543.524168,0.000000,10941543.524168,7.732509e-07,1462.987023,64.949857,-1618.511185,2.437,0.711,0.026
8,0.008000,10941535.073946,0.000000,10941535.073946,9.440662e-10,1461.845142,67.249234,-1618.356432,1.606,0.429,0.038
9,0.009000,10941523.888383,0.000000,10941523.888383,1.021359e-06,1460.643256,69.547581,-1618.268951,1.597,0.475,0.028
10,0.010000,10941510.095689,0.000000,10941510.095689,2.281940e-06,1459.040645,71.488600,-1618.133987,1.557,0.300,0.035
11,0.011000,10941493.703208,0.000000,10941493.703208,3.780129e-06,1457.057009,73.081053,-1617.942180,1.625,0.456,0.028
12,0.012000,10941474.632644,0.000000,10941474.632644,5.523080e-06,1455.056029,74.687938,-1617.797369,1.630,1.102,0.028
13,0.013000,10941456.293584,0.000000,10941456.293584,7.199176e-06,1452.988099,74.566721,-1617.558737,2.272,1.023,0.040
14,0.014000,10941439.107054,0.000000,10941439.107054,8.769936e-06,1450.856775,72.723650,-1617.211712,1.608,0.593,0.031
15,0.015000,10941420.124767,0.000000,10941420.124767,1.050482e-05,1448.717635,70.906823,-1616.882735,1.571,0.339,0.034
16,0.016000,10941399.391368,0.000000,10941399.391368,1.239975e-05,1446.571102,69.117362,-1616.571432,1.685,0.417,0.043
17,0.017000,10941376.952928,0.000000,10941376.952928,1.445050e-05,1444.417863,67.358130,-1616.277467,3.343,0.590,1.154
18,0.018000,10941352.849004,0.000000,10941352.849004,1.665348e-05,1442.258770,65.630939,-1616.001221,1.632,0.382,0.035
19,0.019000,10941327.128649,0.000000,10941327.128649,1.900419e-05,1440.094238,63.936353,-1615.743092,1.508,0.641,0.033
