step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,29605.084250,-58820.282042,-29215.197792,0.000000e+00,-23.305787,95.391837,-127.677425,0.000,2.939,0.016
2,0.002000,29604.462460,-58819.660199,-29215.197739,1.823580e-09,-23.305784,95.391837,-127.677421,0.000,1.573,0.035
3,0.003000,29603.838220,-58819.035948,-29215.197728,2.188511e-09,-23.305770,95.391835,-127.677427,0.000,0.661,0.047
4,0.004000,29603.211841,-58818.409546,-29215.197705,2.967856e-09,-23.305765,95.391832,-127.677433,0.000,0.667,0.042
5,0.005000,29602.583895,-58817.781565,-29215.197670,4.198018e-09,-23.305762,95.391831,-127.677433,0.000,0.633,0.048
6,0.006000,29601.954731,-58817.152317,-29215.197586,7.068641e-09,-23.305754,95.391831,-127.677433,0.000,0.643,0.042
7,0.007000,29601.324579,-58816.522185,-29215.197605,6.390841e-09,-23.305749,95.391832,-127.677434,0.000,0.874,0.042
8,0.008000,29600.694000,-58815.891597,-29215.197597,6.681098e-09,-23.305738,95.391839,-127.677438,0.000,1.839,0.032
9,0.009000,29600.063512,-58815.261015,-29215.197503,9.898839e-09,-23.305731,95.391848,-127.677448,0.000,0.618,0.043
10,0.010000,29599.433157,-58814.630612,-29215.197454,1.156305e-08,-23.305733,95.391856,-127.677455,0.000,0.636,0.037
11,0.011000,29598.803217,-58814.000597,-29215.197380,1.410991e-08,-23.305727,95.391858,-127.677452,0.000,0.686,0.041
12,0.012000,29598.173929,-58813.371195,-29215.197266,1.801950e-08,-23.305724,95.391861,-127.677443,0.000,0.843,0.078
13,0.013000,29597.545229,-58812.742510,-29215.197281,1.750414e-08,-23.305721,95.391864,-127.677434,0.000,0.670,0.044
14,0.014000,29596.917146,-58812.114556,-29215.197410,1.307764e-08,-23.305721,95.391864,-127.677435,0.000,0.714,0.106
15,0.015000,29596.289648,-58811.487159,-29215.197511,9.627614e-09,-23.305727,95.391862,-127.677434,0.000,0.618,0.040
16,0.016000,29595.662560,-58810.860086,-29215.197525,9.134542e-09,-23.305728,95.391856,-127.677432,0.000,0.873,0.036
17,0.017000,29595.035544,-58810.233169,-29215.197625,5.732105e-09,-23.305728,95.391854,-127.677429,0.000,0.746,0.044
