step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.005000,49813.703780,-99875.232299,-50061.528519,0.000000e+00,-0.000201,0.000000,0.000000,2.017,0.439,0.008
2,0.010000,49813.703780,-99870.268332,-50056.564552,9.915731e-05,-0.000603,0.000000,0.000000,0.255,0.066,0.111
3,0.015000,49813.703780,-99860.344207,-50046.640427,2.973959e-04,-0.001006,0.000000,0.000000,0.145,0.125,0.040
4,0.020000,49813.703780,-99845.464359,-50031.760579,5.946271e-04,-0.001408,0.000000,0.000000,0.310,0.181,0.031
5,0.025000,49813.703780,-99825.635429,-50011.931649,9.907183e-04,-0.001809,0.000000,0.000000,0.089,0.055,0.034
6,0.030000,49813.703780,-99800.866266,-49987.162486,1.485493e-03,-0.002207,0.000000,0.000000,0.165,0.058,0.110
7,0.035000,49813.703780,-99771.167911,-49957.464131,2.078730e-03,-0.002606,0.000000,0.000000,0.098,0.087,0.036
8,0.040000,49813.703780,-99736.553579,-49922.849799,2.770166e-03,-0.003004,0.000000,0.000000,0.087,0.468,0.044
9,0.045000,49813.703780,-99697.038649,-49883.334869,3.559493e-03,-0.003401,0.000000,0.000000,0.096,0.388,0.034
10,0.050000,49813.703780,-99652.640639,-49838.936860,4.446362e-03,-0.003796,0.000000,0.000000,0.278,0.057,0.134
11,0.055000,49813.703780,-99603.379192,-49789.675413,5.430380e-03,-0.004191,0.000000,0.000000,0.084,0.205,0.029
12,0.060000,49813.703780,-99549.276045,-49735.572266,6.511113e-03,-0.004586,0.000000,0.000000,0.083,0.045,0.031
13,0.065000,49813.703780,-99490.355007,-49676.651227,7.688085e-03,-0.004981,0.000000,0.000000,0.076,0.062,0.034
14,0.070000,49813.703780,-99426.641925,-49612.938146,8.960781e-03,-0.005376,0.000000,0.000000,0.067,0.094,0.027
15,0.075000,49813.703780,-99358.164662,-49544.460882,1.032864e-02,-0.005770,0.000000,0.000000,0.193,0.054,0.033
16,0.080000,49813.703780,-99284.953120,-49471.249340,1.179107e-02,-0.006165,0.000000,0.000000,0.105,0.131,0.041
17,0.085000,49813.703780,-99207.039018,-49393.335238,1.334744e-02,-0.006558,0.000000,0.000000,0.156,0.054,0.023
18,0.090000,49813.703780,-99124.456039,-49310.752259,1.499707e-02,-0.006950,0.000000,0.000000,0.085,0.060,0.026
19,0.095000,49813.703780,-99037.239727,-49223.535948,1.673925e-02,-0.007339,0.000000,0.000000,0.070,0.047,0.022
20,0.100000,49813.703780,-98945.427451,-49131.723671,1.857324e-02,-0.007726,0.000000,0.000000,0.073,0.045,0.025
21,0.105000,49813.703780,-98849.058357,-49035.354577,2.049825e-02,-0.008114,0.000000,0.000000,0.124,0.089,0.037
22,0.110000,49813.703780,-98748.173323,-48934.469543,2.251348e-02,-0.008501,0.000000,0.000000,0.069,0.047,0.022
23,0.115000,49813.703780,-98642.814917,-48829.111137,2.461805e-02,-0.008889,0.000000,0.000000,0.072,0.048,0.025
24,0.120000,49813.703780,-98533.027342,-48719.323563,2.681111e-02,-0.009274,0.000000,0.000000,0.067,0.043,0.020
25,0.125000,49813.703780,-98418.856392,-48605.152612,2.909172e-02,-0.009656,0.000000,0.000000,0.099,0.040,0.018
26,0.130000,49813.703780,-98300.349396,-48486.645616,3.145895e-02,-0.010036,0.000000,0.000000,0.065,0.038,0.022
27,0.135000,49813.703780,-98177.555168,-48363.851389,3.391181e-02,-0.010416,0.000000,0.000000,0.070,0.087,0.103
28,0.140000,49813.703780,-98050.523956,-48236.820177,3.644931e-02,-0.010796,0.000000,0.000000,0.066,0.040,0.025
29,0.145000,49813.703779,-97919.307154,-48105.603375,3.907042e-02,-0.011174,0.000000,0.000000,0.295,0.093,0.026
30,0.150000,49813.703779,-97783.958158,-47970.254379,4.177408e-02,-0.011548,0.000000,0.000000,0.101,0.044,0.043
31,0.155000,49813.703779,-97644.530956,-47830.827177,4.455919e-02,-0.011921,0.000000,0.000000,0.076,0.047,0.071
32,0.160000,49813.703779,-97501.080969,-47687.377190,4.742467e-02,-0.012293,0.000000,0.000000,0.066,0.049,0.024
33,0.165000,49813.703779,-97353.664767,-47539.960988,5.036937e-02,-0.012666,0.000000,0.000000,0.110,0.046,0.024
34,0.170000,49813.703779,-97202.340016,-47388.636236,5.339214e-02,-0.013037,0.000000,0.000000,0.090,0.044,0.021
35,0.175000,49813.703779,-97047.165415,-47233.461636,5.649182e-02,-0.013404,0.000000,0.000000,0.082,0.049,0.034
36,0.180000,49813.703779,-96888.200644,-47074.496865,5.966721e-02,-0.013769,0.000000,0.000000,0.066,0.049,0.022
37,0.185000,49813.703779,-96725.506299,-46911.802519,6.291710e-02,-0.014134,0.000000,0.000000,0.104,0.055,0.027
38,0.190000,49813.703779,-96559.143836,-46745.440057,6.624026e-02,-0.014497,0.000000,0.000000,0.083,0.042,0.023
39,0.195000,49813.703779,-96389.175516,-46575.471737,6.963544e-02,-0.014856,0.000000,0.000000,0.071,0.052,0.023
40,0.200000,49813.703779,-96215.664340,-46401.960561,7.310140e-02,-0.015214,0.000000,0.000000,0.071,0.046,0.036
41,0.205000,49813.703779,-96038.673997,-46224.970218,7.663686e-02,-0.015572,0.000000,0.000000,0.069,0.046,0.022
42,0.210000,49813.703779,-95858.268803,-46044.565024,8.024053e-02,-0.015926,0.000000,0.000000,0.066,0.058,0.023
43,0.215000,49813.703779,-95674.513644,-45860.809864,8.391111e-02,-0.016276,0.000000,0.000000,0.074,0.073,0.021
44,0.220000,49813.703779,-95487.473920,-45673.770140,8.764731e-02,-0.016626,0.000000,0.000000,0.065,0.046,0.020
45,0.225000,49813.703779,-95297.215488,-45483.511709,9.144780e-02,-0.016974,0.000000,0.000000,0.094,0.530,0.110
46,0.230000,49813.703779,-95103.804610,-45290.100831,9.531127e-02,-0.017319,0.000000,0.000000,0.152,0.131,0.031
47,0.235000,49813.703779,-94907.307891,-45093.604112,9.923637e-02,-0.017662,0.000000,0.000000,0.196,0.136,0.074
48,0.240000,49813.703779,-94707.792232,-44894.088453,1.032218e-01,-0.018004,0.000000,0.000000,0.095,0.098,0.030
49,0.245000,49813.703779,-94505.324774,-44691.620995,1.072662e-01,-0.018345,0.000000,0.000000,0.261,0.178,0.026
50,0.250000,49813.703779,-94299.972846,-44486.269067,1.113681e-01,-0.018682,0.000000,0.000000,0.098,0.059,0.026
51,0.255000,49813.703779,-94091.803913,-44278.100134,1.155264e-01,-0.019018,0.000000,0.000000,0.113,0.276,0.026
52,0.260000,49813.703779,-93880.885528,-44067.181749,1.197396e-01,-0.019351,0.000000,0.000000,0.298,0.265,0.053
53,0.265000,49813.703779,-93667.285281,-43853.581502,1.240063e-01,-0.019681,0.000000,0.000000,0.077,0.045,0.027
54,0.270000,49813.703779,-93451.070753,-43637.366974,1.283253e-01,-0.020009,0.000000,0.000000,0.182,0.059,0.045
55,0.275000,49813.703779,-93232.309467,-43418.605688,1.326952e-01,-0.020336,0.000000,0.000000,0.144,0.048,0.027
56,0.280000,49813.703779,-93011.068846,-43197.365067,1.371145e-01,-0.020660,0.000000,0.000000,0.082,0.139,0.028
57,0.285000,49813.703779,-92787.415398,-42973.711619,1.415821e-01,-0.020981,0.000000,0.000000,0.353,0.090,0.029
58,0.290000,49813.703779,-92561.416960,-42747.713181,1.460965e-01,-0.021301,0.000000,0.000000,0.146,0.075,0.035
59,0.295000,49813.703779,-92333.140389,-42519.436610,1.506564e-01,-0.021618,0.000000,0.000000,0.174,0.175,0.027
60,0.300000,49813.703779,-92102.652268,-42288.948489,1.552605e-01,-0.021931,0.000000,0.000000,0.193,0.338,0.030
61,0.305000,49813.703779,-91870.018874,-42056.315095,1.599075e-01,-0.022244,0.000000,0.000000,0.100,0.061,0.032
62,0.310000,49813.703779,-91635.306134,-41821.602355,1.645960e-01,-0.022553,0.000000,0.000000,0.120,0.048,0.028
63,0.315000,49813.703779,-91398.579592,-41584.875813,1.693247e-01,-0.022858,0.000000,0.000000,0.565,0.214,0.070
64,0.320000,49813.703779,-91159.904373,-41346.200594,1.740923e-01,-0.023164,0.000000,0.000000,0.126,0.072,0.302
65,0.325000,49813.703779,-90919.345152,-41105.641373,1.788976e-01,-0.023466,0.000000,0.000000,0.086,0.073,0.026
66,0.330000,49813.703779,-90676.966119,-40863.262340,1.837392e-01,-0.023764,0.000000,0.000000,0.132,0.110,0.030
67,0.335000,49813.703779,-90432.830951,-40619.127172,1.886159e-01,-0.024062,0.000000,0.000000,0.069,0.046,0.022
68,0.340000,49813.703779,-90187.002780,-40373.299001,1.935264e-01,-0.024358,0.000000,0.000000,0.116,0.052,0.021
69,0.345000,49813.703779,-89939.544168,-40125.840389,1.984695e-01,-0.024650,0.000000,0.000000,0.157,0.059,0.049
70,0.350000,49813.703779,-89690.517080,-39876.813301,2.034440e-01,-0.024941,0.000000,0.000000,0.133,0.111,0.026
71,0.355000,49813.703779,-89439.982859,-39626.279080,2.084485e-01,-0.025230,0.000000,0.000000,0.222,0.071,0.024
72,0.360000,49813.703779,-89188.002200,-39374.298421,2.134819e-01,-0.025515,0.000000,0.000000,0.067,0.041,0.023
73,0.365000,49813.703779,-88934.635133,-39120.931354,2.185430e-01,-0.025798,0.000000,0.000000,0.070,0.043,0.021
74,0.370000,49813.703779,-88679.940995,-38866.237216,2.236306e-01,-0.026079,0.000000,0.000000,0.071,0.087,0.022
75,0.375000,49813.703779,-88423.978418,-38610.274639,2.287436e-01,-0.026356,0.000000,0.000000,0.078,0.047,0.025
76,0.380000,49813.703779,-88166.805304,-38353.101525,2.338807e-01,-0.026632,0.000000,0.000000,0.121,0.046,0.027
77,0.385000,49813.703779,-87908.478813,-38094.775034,2.390409e-01,-0.026906,0.000000,0.000000,0.095,0.077,0.023
78,0.390000,49813.703779,-87649.055343,-37835.351564,2.442230e-01,-0.027176,0.000000,0.000000,0.092,0.058,0.021
79,0.395000,49813.703779,-87388.590520,-37574.886741,2.494259e-01,-0.027444,0.000000,0.000000,0.126,0.126,0.025
80,0.400000,49813.703779,-87127.139181,-37313.435402,2.546485e-01,-0.027711,0.000000,0.000000,0.068,0.040,0.024
81,0.405000,49813.703779,-86864.755361,-37051.051583,2.598897e-01,-0.027973,0.000000,0.000000,0.104,0.069,0.034
82,0.410000,49813.703779,-86601.492288,-36787.788509,2.651485e-01,-0.028234,0.000000,0.000000,0.323,0.056,0.141
83,0.415000,49813.703779,-86337.402364,-36523.698585,2.704238e-01,-0.028495,0.000000,0.000000,0.115,0.056,0.117
84,0.420000,49813.703779,-86072.537165,-36258.833387,2.757146e-01,-0.028752,0.000000,0.000000,0.108,0.139,0.027
85,0.425000,49813.703779,-85806.947428,-35993.243649,2.810199e-01,-0.029005,0.000000,0.000000,0.099,0.252,0.032
86,0.430000,49813.703779,-85540.683045,-35726.979266,2.863386e-01,-0.029258,0.000000,0.000000,0.197,0.055,0.061
87,0.435000,49813.703779,-85273.793057,-35460.089278,2.916699e-01,-0.029508,0.000000,0.000000,0.090,0.088,0.075
88,0.440000,49813.703779,-85006.325652,-35192.621873,2.970126e-01,-0.029754,0.000000,0.000000,0.088,0.057,0.054
89,0.445000,49813.703779,-84738.328156,-34924.624377,3.023660e-01,-0.030000,0.000000,0.000000,0.388,0.105,0.037
90,0.450000,49813.703779,-84469.847035,-34656.143257,3.077290e-01,-0.030242,0.000000,0.000000,0.114,0.191,0.024
91,0.455000,49813.703779,-84200.927891,-34387.224113,3.131008e-01,-0.030480,0.000000,0.000000,0.106,0.047,0.041
92,0.460000,49813.703779,-83931.615459,-34117.911681,3.184804e-01,-0.030719,0.000000,0.000000,0.285,0.057,0.026
93,0.465000,49813.703779,-83661.953609,-33848.249830,3.238670e-01,-0.030955,0.000000,0.000000,0.097,0.059,0.028
94,0.470000,49813.703779,-83391.985343,-33578.281565,3.292598e-01,-0.031188,0.000000,0.000000,0.227,0.051,0.023
95,0.475000,49813.703779,-83121.752802,-33308.049023,3.346578e-01,-0.031419,0.000000,0.000000,0.107,0.090,0.030
96,0.480000,49813.703779,-82851.297260,-33037.593482,3.400602e-01,-0.031648,0.000000,0.000000,0.077,0.174,0.029
97,0.485000,49813.703779,-82580.659133,-32766.955355,3.454663e-01,-0.031874,0.000000,0.000000,0.264,0.142,0.292
98,0.490000,49813.703779,-82309.877978,-32496.174200,3.508753e-01,-0.032097,0.000000,0.000000,0.084,0.045,0.025
99,0.495000,49813.703779,-82038.992498,-32225.288719,3.562864e-01,-0.032321,0.000000,0.000000,0.413,0.051,0.033
100,0.500000,49813.703779,-81768.040546,-31954.336767,3.616987e-01,-0.032540,0.000000,0.000000,0.128,0.055,0.041
101,0.505000,49813.703779,-81497.059130,-31683.355351,3.671117e-01,-0.032756,0.000000,0.000000,0.117,0.278,0.205
102,0.510000,49813.703779,-81226.084419,-31412.380640,3.725245e-01,-0.032973,0.000000,0.000000,0.219,0.268,0.494
103,0.515000,49813.703779,-80955.151746,-31141.447967,3.779365e-01,-0.033187,0.000000,0.000000,0.113,0.067,3.380
104,0.520000,49813.703778,-80684.295618,-30870.591840,3.833470e-01,-0.033397,0.000000,0.000000,0.140,0.058,0.066
105,0.525000,49813.703778,-80413.549721,-30599.845943,3.887553e-01,-0.033606,0.000000,0.000000,0.076,0.051,0.066
106,0.530000,49813.703778,-80142.946926,-30329.243148,3.941607e-01,-0.033814,0.000000,0.000000,0.242,0.169,0.048
107,0.535000,49813.703778,-79872.519298,-30058.815520,3.995626e-01,-0.034019,0.000000,0.000000,0.222,0.132,0.115
