step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,294202590.630088,0.000000,294202590.630088,0.000000e+00,18428.167787,-28869.624740,-4931.321479,20.721,3.428,0.043
2,0.002000,294202590.630104,0.000000,294202590.630104,5.125711e-14,18428.167789,-28869.624742,-4931.321483,2.804,0.468,0.041
3,0.003000,294202590.630118,0.000000,294202590.630118,1.021090e-13,18428.167791,-28869.624745,-4931.321488,1.782,0.462,0.043
4,0.004000,294202590.630134,0.000000,294202590.630134,1.533661e-13,18428.167793,-28869.624748,-4931.321492,1.762,0.332,0.035
5,0.005000,294202590.630142,0.000000,294202590.630142,1.813246e-13,18428.167795,-28869.624752,-4931.321495,1.684,0.370,0.034
6,0.006000,294202590.630142,0.000000,294202590.630142,1.825401e-13,18428.167796,-28869.624758,-4931.321497,1.664,0.420,0.034
7,0.007000,294202590.630143,0.000000,294202590.630143,1.859843e-13,18428.167797,-28869.624764,-4931.321498,1.973,0.387,0.041
8,0.008000,294202590.630144,0.000000,294202590.630144,1.888207e-13,18428.167798,-28869.624769,-4931.321499,2.103,0.652,0.040
9,0.009000,294202590.630145,0.000000,294202590.630145,1.908466e-13,18428.167799,-28869.624775,-4931.321501,1.637,0.448,0.042
10,0.010000,294202590.630145,0.000000,294202590.630145,1.936830e-13,18428.167800,-28869.624781,-4931.321502,1.920,0.519,0.039
11,0.011000,294202590.630146,0.000000,294202590.630146,1.959116e-13,18428.167801,-28869.624787,-4931.321504,1.828,0.369,0.038
12,0.012000,294202590.630147,0.000000,294202590.630147,1.985453e-13,18428.167802,-28869.624793,-4931.321505,1.838,0.368,0.045
13,0.013000,294202590.630148,0.000000,294202590.630148,2.013817e-13,18428.167803,-28869.624799,-4931.321506,2.242,0.430,0.041
14,0.014000,294202590.630149,0.000000,294202590.630149,2.042181e-13,18428.167804,-28869.624805,-4931.321508,2.775,0.838,0.035
15,0.015000,294202590.630149,0.000000,294202590.630149,2.060414e-13,18428.167805,-28869.624811,-4931.321509,1.712,0.508,0.041
16,0.016000,294202590.630150,0.000000,294202590.630150,2.086752e-13,18428.167806,-28869.624817,-4931.321511,1.761,0.420,0.035
