step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.000100,744238.362897,-1466431.126985,-722192.764089,0.000000e+00,-1140.194254,589.443472,581.106021,76.266,7.410,0.066
2,0.000200,744238.362897,-1466429.616507,-722191.253610,2.091517e-06,-1140.194254,589.443472,581.106019,4.971,0.870,0.059
3,0.000300,744238.362896,-1466427.961030,-722189.598134,4.383809e-06,-1140.194254,589.443472,581.106016,118.879,32.403,26.015
4,0.000400,744238.362896,-1466426.160527,-722187.797630,6.876915e-06,-1140.194254,589.443472,581.106014,1.944,0.247,0.101
5,0.000500,744238.362896,-1466424.214995,-722185.852099,9.570838e-06,-1140.194254,589.443472,581.106012,16.752,5.604,0.426
6,0.000600,744238.362896,-1466422.124497,-722183.761601,1.246549e-05,-1140.194254,589.443472,581.106009,0.926,0.236,0.049
7,0.000700,744238.362896,-1466419.888969,-722181.526073,1.556096e-05,-1140.194254,589.443472,581.106007,0.910,0.216,0.048
8,0.000800,744238.362896,-1466417.508421,-722179.145525,1.885724e-05,-1140.194254,589.443473,581.106005,1.116,0.548,0.046
9,0.000900,744238.362896,-1466414.982868,-722176.619972,2.235430e-05,-1140.194254,589.443473,581.106002,0.917,0.203,0.096
10,0.001000,744238.362896,-1466412.312293,-722173.949397,2.605217e-05,-1140.194254,589.443473,581.106000,0.971,0.175,0.048
11,0.001100,744238.362896,-1466409.496699,-722171.133803,2.995085e-05,-1140.194254,589.443473,581.105998,0.961,31.148,0.053
12,0.001200,744238.362896,-1466406.536089,-722168.173193,3.405032e-05,-1140.194254,589.443473,581.105996,0.988,0.289,0.045
13,0.001300,744238.362896,-1466403.430447,-722165.067551,3.835062e-05,-1140.194254,589.443473,581.105993,0.939,0.735,0.032
14,0.001400,744238.362896,-1466400.179801,-722161.816905,4.285170e-05,-1140.194254,589.443473,581.105991,89.503,0.198,0.034
