step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,744234.126862,-1466418.567439,-722184.440577,0.000000e+00,-1140.134476,589.389889,581.194573,75.888,1.682,2.164
2,0.002000,744234.126866,-1466390.140024,-722156.013158,3.936310e-05,-1140.134474,589.389893,581.194378,12.015,5.818,0.069
3,0.003000,744234.126870,-1466347.212925,-722113.086055,9.880374e-05,-1140.134472,589.389896,581.194184,19.859,0.222,0.130
4,0.004000,744234.126875,-1466289.795369,-722055.668494,1.783091e-04,-1140.134470,589.389900,581.193990,1.125,2.034,0.058
5,0.005000,744234.126879,-1466217.901780,-721983.774901,2.778593e-04,-1140.134467,589.389904,581.193796,2.617,0.430,0.920
6,0.006000,744234.126883,-1466131.551134,-721897.424251,3.974280e-04,-1140.134465,589.389907,581.193602,0.947,0.180,11.038
7,0.007000,744234.126887,-1466030.767330,-721796.640443,5.369821e-04,-1140.134463,589.389911,581.193407,0.956,0.185,0.091
8,0.008000,744234.126891,-1465915.581915,-721681.455024,6.964780e-04,-1140.134461,589.389915,581.193213,1.546,8.457,0.049
9,0.009000,744234.126895,-1465786.037441,-721551.910545,8.758566e-04,-1140.134459,589.389918,581.193019,0.858,36.963,0.031
10,0.010000,744234.126900,-1465642.189299,-721408.062400,1.075041e-03,-1140.134457,589.389922,581.192824,0.904,11.615,0.044
11,0.011000,744234.126904,-1465484.104668,-721249.977764,1.293939e-03,-1140.134455,589.389926,581.192630,1.013,35.391,0.041
12,0.012000,744234.126908,-1465311.858340,-721077.731432,1.532447e-03,-1140.134452,589.389930,581.192436,0.957,0.197,0.047
13,0.013000,744234.126912,-1465125.526099,-720891.399186,1.790459e-03,-1140.134450,589.389933,581.192241,29.968,0.224,0.045
14,0.014000,744234.126918,-1464925.177166,-720691.050249,2.067879e-03,-1140.134448,589.389937,581.192047,0.931,0.177,0.039
15,0.015000,744234.126923,-1464710.869452,-720476.742529,2.364629e-03,-1140.134446,589.389941,581.191853,2.746,0.704,0.056
16,0.016000,744234.126929,-1464482.646475,-720248.519545,2.680646e-03,-1140.134444,589.389945,581.191659,0.934,0.176,0.048
17,0.017000,744234.126935,-1464240.536998,-720006.410063,3.015892e-03,-1140.134442,589.389949,581.191466,0.985,9.022,0.053
18,0.018000,744234.126941,-1463984.556393,-719750.429452,3.370346e-03,-1140.134440,589.389953,581.191272,0.980,84.389,0.053
19,0.019000,744234.126947,-1463714.709448,-719480.582500,3.743999e-03,-1140.134437,589.389957,581.191078,0.998,1.351,0.046
20,0.020000,744234.126954,-1463430.993684,-719196.866730,4.136857e-03,-1140.134435,589.389961,581.190883,0.867,15.231,0.037
21,0.021000,744234.126960,-1463133.404098,-718899.277138,4.548926e-03,-1140.134433,589.389964,581.190689,1.040,0.236,0.047
22,0.022000,744234.126966,-1462821.938449,-718587.811483,4.980209e-03,-1140.134431,589.389968,581.190495,1.153,0.210,0.048
23,0.023000,744234.126972,-1462496.601570,-718262.474597,5.430699e-03,-1140.134429,589.389972,581.190301,1.916,0.947,0.099
24,0.024000,744234.126979,-1462157.408297,-717923.281318,5.900375e-03,-1140.134426,589.389976,581.190107,2.283,1.205,0.149
25,0.025000,744234.126985,-1461804.384114,-717570.257130,6.389204e-03,-1140.134424,589.389980,581.189913,2.759,0.281,0.050
26,0.026000,744234.126991,-1461437.564296,-717203.437305,6.897135e-03,-1140.134422,589.389984,581.189719,1.417,0.224,0.085
27,0.027000,744234.126998,-1461056.992149,-716822.865151,7.424108e-03,-1140.134420,589.389988,581.189525,1.004,0.226,0.043
28,0.028000,744234.127004,-1460662.718095,-716428.591091,7.970055e-03,-1140.134417,589.389992,581.189331,0.978,1.430,0.050
29,0.029000,744234.127010,-1460254.799170,-716020.672160,8.534895e-03,-1140.134415,589.389996,581.189137,1.780,0.414,0.056
30,0.030000,744234.127016,-1459833.299677,-715599.172660,9.118540e-03,-1140.134413,589.390000,581.188943,4.632,1.784,0.107
31,0.031000,744234.127023,-1459398.291292,-715164.164269,9.720891e-03,-1140.134411,589.390004,581.188749,1.595,0.407,0.044
32,0.032000,744234.127029,-1458949.853002,-714715.725973,1.034184e-02,-1140.134408,589.390008,581.188554,1.212,0.343,0.049
33,0.033000,744234.127035,-1458488.070950,-714253.943915,1.098126e-02,-1140.134406,589.390011,581.188360,6.341,22.994,0.043
34,0.034000,744234.127042,-1458013.037613,-713778.910571,1.163904e-02,-1140.134404,589.390015,581.188166,1.125,0.261,0.045
35,0.035000,744234.127048,-1457524.850798,-713290.723751,1.231502e-02,-1140.134402,589.390019,581.187972,0.933,5.796,0.044
36,0.036000,744234.127054,-1457023.611580,-712789.484526,1.300908e-02,-1140.134399,589.390023,581.187778,7.055,2.968,0.059
37,0.037000,744234.127060,-1456509.421306,-712275.294245,1.372107e-02,-1140.134397,589.390027,581.187584,25.565,3.543,0.341
38,0.038000,744234.127067,-1455982.378598,-711748.251531,1.445086e-02,-1140.134395,589.390031,581.187390,2.160,0.783,0.129
39,0.039000,744234.127073,-1455442.577060,-711208.449987,1.519832e-02,-1140.134393,589.390035,581.187196,1.619,0.337,0.111
40,0.040000,744234.127079,-1454890.105498,-710655.978419,1.596332e-02,-1140.134390,589.390039,581.187002,5.556,0.998,0.050
41,0.041000,744234.127086,-1454325.049680,-710090.922594,1.674575e-02,-1140.134388,589.390043,581.186808,2.661,20.146,0.125
42,0.042000,744234.127092,-1453747.496312,-709513.369220,1.754548e-02,-1140.134386,589.390047,581.186614,0.952,0.955,0.050
43,0.043000,744234.127098,-1453157.535938,-708923.408840,1.836239e-02,-1140.134383,589.390051,581.186419,0.878,0.280,0.040
44,0.044000,744234.127105,-1452555.265223,-708321.138118,1.919635e-02,-1140.134381,589.390055,581.186225,1.088,0.207,0.054
45,0.045000,744234.127111,-1451940.785804,-707706.658693,2.004721e-02,-1140.134379,589.390059,581.186031,0.984,0.798,0.066
46,0.046000,744234.127117,-1451314.201141,-707080.074023,2.091483e-02,-1140.134377,589.390063,581.185837,2.777,38.063,0.051
47,0.047000,744234.127123,-1450675.612889,-706441.485766,2.179908e-02,-1140.134374,589.390067,581.185643,1.068,0.289,0.047
48,0.048000,744234.127130,-1450025.117606,-705790.990476,2.269981e-02,-1140.134372,589.390071,581.185449,1.035,15.453,0.052
49,0.049000,744234.127136,-1449362.805775,-705128.678639,2.361691e-02,-1140.134370,589.390075,581.185255,1.237,0.794,0.193
50,0.050000,744234.127142,-1448688.762400,-704454.635258,2.455025e-02,-1140.134367,589.390079,581.185061,1.237,0.504,0.133
51,0.051000,744234.127149,-1448003.069350,-703768.942202,2.549972e-02,-1140.134365,589.390083,581.184867,0.940,79.687,0.040
