step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,19472882.077738,0.000000,19472882.077738,0.000000e+00,-1540.978469,-42.216231,4084.153147,86.678,9.590,0.093
2,0.002000,19472895.484470,0.000000,19472895.484470,6.884822e-07,-1541.091809,-40.724435,4083.238293,2.566,0.360,0.054
3,0.003000,19472905.807724,0.000000,19472905.807724,1.218617e-06,-1541.200103,-39.222035,4082.282608,2.015,0.635,0.059
4,0.004000,19472913.022920,0.000000,19472913.022920,1.589142e-06,-1541.302314,-37.711474,4081.287343,1.773,0.662,0.042
5,0.005000,19472917.119937,0.000000,19472917.119937,1.799538e-06,-1541.398479,-36.196004,4080.251013,1.671,0.334,0.045
6,0.006000,19472918.096361,0.000000,19472918.096361,1.849681e-06,-1541.489154,-34.677753,4079.171932,1.573,0.779,0.044
7,0.007000,19472915.970471,0.000000,19472915.970471,1.740509e-06,-1541.573149,-33.158624,4078.052112,1.580,1.246,0.078
8,0.008000,19472905.443058,0.000000,19472905.443058,1.199890e-06,-1542.449010,-30.839329,4077.536085,1.645,0.365,0.141
9,0.009000,19472885.615357,0.000000,19472885.615357,1.816690e-07,-1544.160504,-27.716377,4077.597832,1.603,0.902,0.046
10,0.010000,19472865.395746,0.000000,19472865.395746,8.566781e-07,-1546.475697,-27.440518,4077.858063,1.669,0.345,0.040
11,0.011000,19472845.522428,0.000000,19472845.522428,1.877242e-06,-1549.361574,-29.998590,4078.349091,1.750,0.436,0.038
12,0.012000,19472822.302008,0.000000,19472822.302008,3.069691e-06,-1552.260360,-32.521890,4078.813956,2.036,0.602,0.038
13,0.013000,19472795.819110,0.000000,19472795.819110,4.429680e-06,-1555.170847,-35.005972,4079.253266,1.679,0.540,0.033
14,0.014000,19472766.154118,0.000000,19472766.154118,5.953080e-06,-1558.092910,-37.446109,4079.667949,1.708,0.359,0.034
15,0.015000,19472733.389730,0.000000,19472733.389730,7.635645e-06,-1561.025599,-39.840028,4080.058206,1.777,0.525,0.036
16,0.016000,19472697.621498,0.000000,19472697.621498,9.472467e-06,-1563.967161,-42.184980,4080.423252,1.949,0.591,0.047
17,0.017000,19472658.953350,0.000000,19472658.953350,1.145821e-05,-1566.916276,-44.477460,4080.762905,1.827,1.028,0.041
18,0.018000,19472617.484467,0.000000,19472617.484467,1.358778e-05,-1569.871581,-46.714911,4081.077217,1.948,0.461,0.064
19,0.019000,19472573.311368,0.000000,19472573.311368,1.585622e-05,-1572.831745,-48.896087,4081.366114,1.730,1.378,0.042
20,0.020000,19472526.525638,0.000000,19472526.525638,1.825883e-05,-1575.795438,-51.020496,4081.630008,2.097,0.362,0.064
21,0.021000,19472477.232622,0.000000,19472477.232622,2.079020e-05,-1578.761474,-53.086400,4081.869136,2.041,0.481,0.041
