step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.005000,49815.564788,-99877.712083,-50062.147296,0.000000e+00,0.000000,0.000000,0.000000,0.000,0.427,0.000
2,0.010000,49818.048525,-99880.196478,-50062.147953,1.312715e-08,0.000000,0.000000,0.000000,0.001,0.133,0.000
3,0.015000,49820.528296,-99882.677568,-50062.149272,3.946696e-08,0.000000,0.000000,0.000000,0.000,0.286,0.000
4,0.020000,49823.010957,-99885.155602,-50062.144645,5.295710e-08,0.000000,0.000000,0.000000,0.000,0.065,0.000
5,0.025000,49825.489643,-99887.640574,-50062.150931,7.261661e-08,0.000000,0.000000,0.000000,0.000,0.073,0.000
6,0.030000,49827.970709,-99890.123725,-50062.153017,1.142807e-07,0.000000,0.000000,0.000000,0.000,0.069,0.000
7,0.035000,49830.446814,-99892.606047,-50062.159233,2.384508e-07,0.000000,0.000000,0.000000,0.000,0.067,0.000
8,0.040000,49832.923826,-99895.088792,-50062.164965,3.529540e-07,0.000000,0.000000,0.000000,0.001,0.094,0.000
9,0.045000,49835.400589,-99897.563923,-50062.163335,3.203808e-07,0.000000,0.000000,0.000000,0.000,0.070,0.000
10,0.050000,49837.875768,-99900.042679,-50062.166910,3.918065e-07,0.000000,0.000000,0.000000,0.000,0.058,0.000
11,0.055000,49840.354482,-99902.517553,-50062.163070,3.151042e-07,0.000000,0.000000,0.000000,0.000,0.059,0.000
12,0.060000,49842.828140,-99904.990726,-50062.162586,3.054353e-07,0.000000,0.000000,0.000000,0.000,0.059,0.000
13,0.065000,49845.301322,-99907.464716,-50062.163394,3.215667e-07,0.000000,0.000000,0.000000,0.000,0.058,0.000
14,0.070000,49847.771727,-99909.932722,-50062.160995,2.736468e-07,0.000000,0.000000,0.000000,0.000,0.051,0.000
15,0.075000,49850.243430,-99912.397773,-50062.154343,1.407649e-07,0.000000,0.000000,0.000000,0.000,0.060,0.000
16,0.080000,49852.713550,-99914.863026,-50062.149476,4.354574e-08,0.000000,0.000000,0.000000,0.015,0.168,0.000
17,0.085000,49855.179055,-99917.331861,-50062.152806,1.100715e-07,0.000000,0.000000,0.000000,0.000,0.064,0.000
18,0.090000,49857.643263,-99919.798600,-50062.155338,1.606439e-07,0.000000,0.000000,0.000000,0.000,0.081,0.000
19,0.095000,49860.102660,-99922.257694,-50062.155034,1.545798e-07,0.000000,0.000000,0.000000,0.000,0.058,0.000
20,0.100000,49862.560060,-99924.713432,-50062.153372,1.213778e-07,0.000000,0.000000,0.000000,0.000,0.054,0.000
21,0.105000,49865.018130,-99927.170185,-50062.152054,9.505527e-08,0.000000,0.000000,0.000000,0.000,0.060,0.000
22,0.110000,49867.472507,-99929.623146,-50062.150639,6.678389e-08,0.000000,0.000000,0.000000,0.000,0.052,0.000
23,0.115000,49869.925227,-99932.077153,-50062.151926,9.249750e-08,0.000000,0.000000,0.000000,0.000,0.054,0.000
24,0.120000,49872.378059,-99934.527889,-50062.149830,5.061874e-08,0.000000,0.000000,0.000000,0.000,0.048,0.000
25,0.125000,49874.826162,-99936.971501,-50062.145339,3.909276e-08,0.000000,0.000000,0.000000,0.000,0.050,0.000
26,0.130000,49877.270820,-99939.413571,-50062.142751,9.078187e-08,0.000000,0.000000,0.000000,0.000,0.080,0.000
27,0.135000,49879.713362,-99941.850553,-50062.137191,2.018404e-07,0.000000,0.000000,0.000000,0.000,0.056,0.000
28,0.140000,49882.147959,-99944.288494,-50062.140535,1.350525e-07,0.000000,0.000000,0.000000,0.000,0.052,0.000
29,0.145000,49884.581737,-99946.724093,-50062.142356,9.867295e-08,0.000000,0.000000,0.000000,0.000,0.065,0.000
30,0.150000,49887.015282,-99949.155281,-50062.139999,1.457443e-07,0.000000,0.000000,0.000000,0.000,0.056,0.000
31,0.155000,49889.442012,-99951.579060,-50062.137047,2.047190e-07,0.000000,0.000000,0.000000,0.000,0.048,0.000
32,0.160000,49891.868249,-99954.002170,-50062.133921,2.671644e-07,0.000000,0.000000,0.000000,0.000,0.056,0.000
33,0.165000,49894.287278,-99956.422817,-50062.135540,2.348317e-07,0.000000,0.000000,0.000000,0.000,0.064,0.000
34,0.170000,49896.705292,-99958.839505,-50062.134213,2.613338e-07,0.000000,0.000000,0.000000,0.000,0.057,0.000
35,0.175000,49899.114741,-99961.249868,-50062.135127,2.430634e-07,0.000000,0.000000,0.000000,0.001,0.146,0.000
36,0.180000,49901.520891,-99963.653508,-50062.132617,2.932172e-07,0.000000,0.000000,0.000000,0.000,0.064,0.000
37,0.185000,49903.922620,-99966.057737,-50062.135117,2.432786e-07,0.000000,0.000000,0.000000,0.000,0.070,0.000
38,0.190000,49906.318584,-99968.452877,-50062.134293,2.597288e-07,0.000000,0.000000,0.000000,0.000,0.093,0.000
39,0.195000,49908.713243,-99970.847291,-50062.134048,2.646223e-07,0.000000,0.000000,0.000000,0.000,0.070,0.000
40,0.200000,49911.104736,-99973.231881,-50062.127145,4.025157e-07,0.000000,0.000000,0.000000,0.000,0.066,0.000
41,0.205000,49913.490983,-99975.614810,-50062.123827,4.688000e-07,0.000000,0.000000,0.000000,0.000,0.063,0.000
42,0.210000,49915.869191,-99977.987517,-50062.118326,5.786802e-07,0.000000,0.000000,0.000000,0.000,0.052,0.000
43,0.215000,49918.243741,-99980.359988,-50062.116247,6.202046e-07,0.000000,0.000000,0.000000,0.000,0.055,0.000
44,0.220000,49920.610822,-99982.722838,-50062.112017,7.047059e-07,0.000000,0.000000,0.000000,0.000,0.062,0.000
45,0.225000,49922.974823,-99985.085769,-50062.110946,7.260993e-07,0.000000,0.000000,0.000000,0.000,0.063,0.000
46,0.230000,49925.395274,-99987.441342,-50062.046069,2.022030e-06,0.000000,0.000000,0.000000,0.000,0.065,0.000
47,0.235000,49927.747130,-99989.790728,-50062.043598,2.071387e-06,0.000000,0.000000,0.000000,0.000,0.059,0.000
48,0.240000,49930.091721,-99992.134534,-50062.042814,2.087048e-06,0.000000,0.000000,0.000000,0.000,0.057,0.000
49,0.245000,49932.430296,-99994.475156,-50062.044861,2.046156e-06,0.000000,0.000000,0.000000,0.000,0.077,0.000
50,0.250000,49934.764904,-99996.805523,-50062.040619,2.130891e-06,0.000000,0.000000,0.000000,0.000,0.054,0.000
