step,time,kinetic_energy,potential_energy,total_energy,energy_drift,px,py,pz,tree_build_ms,force_ms,integrate_ms
1,0.001000,744231.174068,-1433565.436670,-689334.262602,0.000000e+00,-1140.087804,589.412282,581.134525,114.042,17.391,0.030
2,0.002000,744231.174073,-1433536.256621,-689305.082548,4.233078e-05,-1140.087802,589.412286,581.134331,3.960,0.237,0.049
3,0.003000,744231.174077,-1433493.964460,-689262.790382,1.036830e-04,-1140.087800,589.412289,581.134137,1.078,2.565,0.051
4,0.004000,744231.174082,-1433438.563637,-689207.389555,1.840516e-04,-1140.087798,589.412293,581.133943,0.987,0.702,0.043
5,0.005000,744231.174087,-1433370.059690,-689138.885603,2.834285e-04,-1140.087795,589.412296,581.133749,0.910,8.635,0.046
6,0.006000,744231.174091,-1433288.460170,-689057.286079,4.018029e-04,-1140.087793,589.412300,581.133555,0.924,28.714,0.038
7,0.007000,744231.174096,-1433193.774853,-688962.600758,5.391606e-04,-1140.087791,589.412304,581.133361,5.599,12.802,0.091
8,0.008000,744231.174101,-1433086.015663,-688854.841562,6.954841e-04,-1140.087789,589.412307,581.133167,0.922,1.789,0.046
9,0.009000,744231.174105,-1432965.196390,-688734.022285,8.707536e-04,-1140.087787,589.412311,581.132973,1.986,0.227,0.058
10,0.010000,744231.174110,-1432831.333005,-688600.158894,1.064946e-03,-1140.087785,589.412315,581.132779,12.180,5.789,0.057
11,0.011000,744231.174115,-1432684.443288,-688453.269173,1.278035e-03,-1140.087783,589.412318,581.132584,5.194,26.370,0.383
12,0.012000,744231.174120,-1432524.546737,-688293.372617,1.509993e-03,-1140.087781,589.412322,581.132390,1.059,0.198,0.043
13,0.013000,744231.174125,-1432351.664499,-688120.490374,1.760789e-03,-1140.087778,589.412326,581.132197,0.988,0.742,0.053
14,0.014000,744231.174132,-1432165.819098,-687934.644966,2.030390e-03,-1140.087776,589.412330,581.132003,1.077,0.169,0.039
15,0.015000,744231.174138,-1431967.034410,-687735.860272,2.318762e-03,-1140.087774,589.412333,581.131809,1.039,73.006,0.049
16,0.016000,744231.174144,-1431755.335481,-687524.161337,2.625869e-03,-1140.087772,589.412337,581.131616,0.922,0.166,0.042
17,0.017000,744231.174151,-1431530.748544,-687299.574393,2.951671e-03,-1140.087770,589.412341,581.131422,0.913,3.807,0.046
18,0.018000,744231.174157,-1431293.301029,-687062.126872,3.296131e-03,-1140.087768,589.412345,581.131228,1.044,0.187,0.051
19,0.019000,744231.174163,-1431043.021482,-686811.847319,3.659205e-03,-1140.087766,589.412349,581.131035,0.980,0.174,0.051
20,0.020000,744231.174170,-1430779.939975,-686548.765805,4.040851e-03,-1140.087763,589.412353,581.130841,1.689,109.649,0.088
21,0.021000,744231.174176,-1430504.088182,-686272.914005,4.441022e-03,-1140.087761,589.412356,581.130648,3.489,3.949,0.048
22,0.022000,744231.174182,-1430215.499570,-685984.325388,4.859670e-03,-1140.087759,589.412360,581.130454,1.024,50.948,0.043
23,0.023000,744231.174189,-1429914.209662,-685683.035473,5.296744e-03,-1140.087757,589.412364,581.130260,1.042,0.891,0.113
24,0.024000,744231.174195,-1429600.256115,-685369.081919,5.752189e-03,-1140.087755,589.412368,581.130067,20.852,26.671,0.087
25,0.025000,744231.174202,-1429273.679211,-685042.505009,6.225946e-03,-1140.087752,589.412372,581.129873,3.974,0.776,0.055
26,0.026000,744231.174208,-1428934.521640,-684703.347432,6.717953e-03,-1140.087750,589.412376,581.129679,0.908,1.376,0.046
27,0.027000,744231.174215,-1428582.828902,-684351.654687,7.228145e-03,-1140.087748,589.412380,581.129486,1.188,0.525,0.042
28,0.028000,744231.174222,-1428218.649178,-683987.474956,7.756451e-03,-1140.087746,589.412383,581.129292,15.331,5.095,0.120
29,0.029000,744231.174229,-1427842.033318,-683610.859090,8.302799e-03,-1140.087743,589.412387,581.129098,3.634,10.732,0.140
30,0.030000,744231.174235,-1427453.034913,-683221.860677,8.867109e-03,-1140.087741,589.412391,581.128904,1.555,0.445,0.855
31,0.031000,744231.174242,-1427051.710076,-682820.535833,9.449301e-03,-1140.087739,589.412395,581.128710,17.662,0.282,0.067
32,0.032000,744231.174249,-1426638.117405,-682406.943156,1.004929e-02,-1140.087737,589.412399,581.128516,1.120,64.970,0.060
33,0.033000,744231.174256,-1426212.317839,-681981.143584,1.066699e-02,-1140.087734,589.412403,581.128323,2.134,68.612,0.050
34,0.034000,744231.174263,-1425774.374396,-681543.200134,1.130230e-02,-1140.087732,589.412407,581.128129,0.979,53.104,0.046
35,0.035000,744231.174269,-1425324.352278,-681093.178008,1.195514e-02,-1140.087730,589.412410,581.127935,1.010,0.432,0.144
36,0.036000,744231.174276,-1424862.318398,-680631.144122,1.262540e-02,-1140.087728,589.412414,581.127741,0.968,0.229,0.045
37,0.037000,744231.174283,-1424388.341298,-680157.167015,1.331298e-02,-1140.087725,589.412418,581.127547,53.868,26.423,0.059
38,0.038000,744231.174290,-1423902.491057,-679671.316768,1.401779e-02,-1140.087723,589.412422,581.127353,2.153,2.118,0.047
39,0.039000,744231.174297,-1423404.839214,-679173.664917,1.473973e-02,-1140.087721,589.412426,581.127159,21.326,5.229,0.077
40,0.040000,744231.174303,-1422895.458375,-678664.284072,1.547867e-02,-1140.087719,589.412430,581.126966,0.933,0.367,0.044
41,0.041000,744231.174310,-1422374.422314,-678143.248003,1.623453e-02,-1140.087716,589.412434,581.126772,1.613,0.421,0.053
42,0.042000,744231.174317,-1421841.805774,-677610.631457,1.700718e-02,-1140.087714,589.412438,581.126578,1.581,27.752,0.051
43,0.043000,744231.174324,-1421297.684444,-677066.510120,1.779652e-02,-1140.087712,589.412442,581.126384,1.126,46.044,0.052
44,0.044000,744231.174331,-1420742.134658,-676510.960327,1.860244e-02,-1140.087709,589.412446,581.126190,3.657,0.411,0.043
45,0.045000,744231.174338,-1420175.233457,-675944.059119,1.942483e-02,-1140.087707,589.412450,581.125996,0.994,50.336,0.047
46,0.046000,744231.174344,-1419597.058414,-675365.884069,2.026358e-02,-1140.087705,589.412454,581.125803,15.709,7.499,0.243
47,0.047000,744231.174351,-1419007.687566,-674776.513214,2.111856e-02,-1140.087703,589.412458,581.125609,1.413,0.471,0.045
48,0.048000,744231.174358,-1418407.199306,-674176.024948,2.198968e-02,-1140.087700,589.412461,581.125415,1.063,5.342,0.103
49,0.049000,744231.174365,-1417795.672489,-673564.498124,2.287680e-02,-1140.087698,589.412465,581.125221,1.000,0.245,0.051
50,0.050000,744231.174372,-1417173.186214,-672942.011842,2.377983e-02,-1140.087696,589.412469,581.125028,10.922,35.674,0.121
51,0.051000,744231.174379,-1416539.819872,-672308.645493,2.469864e-02,-1140.087693,589.412473,581.124834,1.384,0.574,0.047
52,0.052000,744231.174385,-1415895.653241,-671664.478856,2.563311e-02,-1140.087691,589.412477,581.124640,1.719,0.437,0.047
53,0.053000,744231.174392,-1415240.766365,-671009.591972,2.658314e-02,-1140.087689,589.412481,581.124447,0.891,0.553,0.036
54,0.054000,744231.174399,-1414575.239705,-670344.065306,2.754860e-02,-1140.087686,589.412485,581.124253,7.302,0.793,0.047
55,0.055000,744231.174406,-1413899.153993,-669667.979587,2.852939e-02,-1140.087684,589.412489,581.124059,7.135,1.421,0.042
56,0.056000,744231.174413,-1413212.590574,-668981.416161,2.952537e-02,-1140.087682,589.412494,581.123866,4.831,0.609,0.105
57,0.057000,744231.174420,-1412515.630888,-668284.456469,3.053643e-02,-1140.087680,589.412498,581.123672,2.250,23.070,0.048
58,0.058000,744231.174426,-1411808.356753,-667577.182326,3.156245e-02,-1140.087677,589.412502,581.123478,0.932,0.309,0.046
59,0.059000,744231.174433,-1411090.850128,-666859.675695,3.260332e-02,-1140.087675,589.412506,581.123285,3.582,0.852,0.045
60,0.060000,744231.174440,-1410363.192983,-666132.018543,3.365892e-02,-1140.087673,589.412510,581.123091,0.921,0.267,0.050
61,0.061000,744231.174447,-1409625.467361,-665394.292914,3.472912e-02,-1140.087670,589.412514,581.122897,1.318,0.587,0.042
62,0.062000,744231.174454,-1408877.755242,-664646.580788,3.581380e-02,-1140.087668,589.412518,581.122704,1.647,0.244,0.047
63,0.063000,744231.174461,-1408120.138390,-663888.963929,3.691286e-02,-1140.087666,589.412522,581.122510,0.947,0.251,0.045
64,0.064000,744231.174467,-1407352.698433,-663121.523965,3.802617e-02,-1140.087663,589.412527,581.122316,1.588,0.182,0.046
65,0.065000,744231.174474,-1406575.516934,-662344.342459,3.915360e-02,-1140.087661,589.412531,581.122123,2.059,0.388,0.113
66,0.066000,744231.174481,-1405788.675131,-661557.500650,4.029505e-02,-1140.087659,589.412535,581.121929,0.913,0.489,0.038
67,0.067000,744231.174488,-1404992.254489,-660761.080001,4.145040e-02,-1140.087656,589.412539,581.121735,0.891,0.569,0.042
68,0.068000,744231.174495,-1404186.336186,-659955.161691,4.261953e-02,-1140.087654,589.412543,581.121542,0.914,0.283,0.043
69,0.069000,744231.174502,-1403371.001516,-659139.827014,4.380231e-02,-1140.087652,589.412547,581.121348,1.237,0.299,0.051
70,0.070000,744231.174508,-1402546.331787,-658315.157279,4.499864e-02,-1140.087650,589.412551,581.121154,2.425,36.412,0.126
71,0.071000,744231.174515,-1401712.408690,-657481.234175,4.620839e-02,-1140.087647,589.412555,581.120961,1.345,0.575,0.047
